,level,text
439,3 - High,they'r tri edg horrif kidnap rape murder 12yr old lola daviet hand algerian savag public sight keep name imag forefront mani europe' children must sacrif altar name multicultur befor european forc chang justiceforlola
440,3 - High,pfizer ceo albert bourla arrest charg fraud decept crime human thi parasit made billion lie untold number dead injur lie
441,1 - Low,liar come canada incompet ignor health offici join ➣
442,1 - Low,join➣
443,1 - Low,truth vaccin damag schoolchildren
444,1 - Low,red wave 🚨 red octob armi wa start panic dc deep state begin big war>>> classifi inform publish soon red octob enjoy show
445,4 - Very High,they'v got pay life debt print put job keep work never move forward make work month save bank invest money make themselv richer fill mind worri woe make fight one anoth belief colour creed open eye you'r caught pantomim it' time revolut refus play part take control lead freedom onli find peac
446,2 - Mid,alex salmond alba parti promot african futur scotland patriot altern say true scot new scot stand us great replac peopl becaus traitor politician thi land care playyourpart orguk
447,1 - Low,antifablmimigr whi doe antifa flag mimic nazi soro behind everyth want destroy america succeed control great awaken 💥🐸🇺🇸 share join »
448,1 - Low,daughter europa mani antiwhit women hater come channel assum worst i'm attack white men etc case want white men fight back take back right it' duti defend protect land anyway thi video perfect exampl show realli want white nation 🤍
449,1 - Low,robert jay matthew' last speech call aryan great
450,1 - Low,obiden administr absolut ruthless expos sooner later ultramaga whitehat wewontgetfooledagain
451,1 - Low,global ha control ukgovern use market threat econom collaps truss ha forc walk back growth becaus brexit ha fail trump need come back whitehat need arrest globalist worldfreedom grave risk
452,1 - Low,take side thi war someth nationalist support peopl ukrain fine govern jewish sad wast white live
453,1 - Low,i'v said thi long time messag onli pro white wake major peopl focu energi wake peopl jewish power well effect truth right anyon see natur world go back previous befor thi multicultur catastroph left understand racial problem never disappear crime stat iq stat speak themselv everi race natur differ mean hate end integr certainli lost caus look atlantadetroitchicagomilwauke even white liber leav hell hole time unconsci talk jewish power sink right core post
454,1 - Low,well never surviv silent openli racialist break law exampl suprem name jew tell black black racialist mix race creat segreg
455,1 - Low,thoma sewel amaz well spoken man courag strength take abl speak truth critic true hero believ i'm absolut blown away well articul hail sewel
456,1 - Low,look like kanye' post rippl affect black america wake jewish influenc least unfortun appar altruist natur european race ha exploit jew take time befor white longer afraid call poem saxon began hate seem true day go
457,1 - Low,hail never let inner child mind limitless abil demor jewish societi hail european mind overcom ani obstacl long fight
458,4 - Very High,continu noth listen read betray countri peopl selfish coward traitor children grandchildren…if dont someth dont deserv live recent poll gab show peopl fulli race pill jpill onli 8 involv irl activist group william luther pierc
459,1 - Low,confirm fake jewish bullshit post next door concern citizen check st john' counti sherrif offic never happen also receiv sever similar call thi made event wonder els jew made
460,4 - Very High,peopl wake jq astound rate onli self sacrific triumph everi action take must benefit come man path forward pave european accept thi realiti easi path forward need peopl understand it' european versu world thoma sewel say noth new star he' right struggl old time divorc ourselv idea hardship spiritu suicid peopl becom fat weak retard take easi path ha lead us wreck ruin best advic becom savag untam beast becom aryan rabi warn creat strong network child bear aryan watch lose mind grow food head explod expand european identitarian key
461,1 - Low,new york subway stab guess live like thi
462,1 - Low,jew googl hard work innoc go content privat drive eras kanye' exist
463,1 - Low,massachusett 131 activist march demonstr site recent blatant antiwhit attack black femal name rakeima norri children also demonstr outsid quinci polic headquart rais awar demand hate crime charg rakeima norri activist confront 2 individu one brandish pair scissor despit thi receiv overwhelm local support gabcomnewengland131
464,2 - Mid,patriotfront activist network 6 place poster winder georgia
465,1 - Low,might amus kanye' lastest antic believ thi upset might lead good thing white peopl remind never reli help outsid alway first foremost reli resourc promot hero hail victori
466,1 - Low,video black crimin run wild lax law enforc here'
467,1 - Low,justiceforlola
468,1 - Low,chant immigr murder echo street lyon tonight nationalist rise follow kidnap suspect rape murder 12yr old lola daviet hand algerian
469,1 - Low,🇺🇸🚨 governor alabama ha said alabama never mandat covid vaccin kid cdc decid mandat covid vaccin school children
470,1 - Low,feral invad pick fight white englishmen club escal grab heavi barrier attack white men believ someth incred heavi unwieldi make great weapon white men beat main invad unconci send run anoth exampl happen white uniti
471,2 - Mid,brittney c cooper plainfield nj age 42 2022 ms cooper professor gender studi africana studi rutger univers she' well known state white peopl villain need take motherfu also celebr declin white birth rate danger student rage antiwhit racist rutger univers number 8489327896 ms cooper offic number email 8489328427 brittneyedu
472,2 - Mid,anoth dedic activist past sticker new jersey veri peopl stand tyranni face even fewer take drastic step least put sticker flier time time
473,1 - Low,british school
474,1 - Low,potent weapon use white peopl white guilt make feel like deserv everi injustic visit upon cannot get job vilifi attack even murder becaus race it' somehow fault
475,1 - Low,21 year old victim assault attempt rape hesit call polic becaus attack wa black
476,2 - Mid,everywher franc french peopl mobil denounc atroci kill lola illeg algerian migrant white peopl world put foot make stand repeat attack land
477,1 - Low,joe biden want ethniceuropean american replac
478,1 - Low,degener karen reaction can't destroy kid brain earli lgbtsatanicbullshitgend chang propaganda
479,1 - Low,jewish globalist discuss subvert destroy poland
480,1 - Low,net migrat britain reportedli pace breach 300000 thi year increas quarter last year result bori johnson postbrexit migrat plan open door million come unit kingdom 😡
481,1 - Low,hispan invas unit state full swing futur democrat voter cours 👎🇺🇸
482,1 - Low,one day mani year look beauti white grandchildren eye tell stori freed peopl jewish tyranni subjug day everi bit pain suffer go worth
483,1 - Low,thi divers look peopl eye see🤮
484,1 - Low,hitler wa hero
485,2 - Mid,atomwaffen divis train
486,1 - Low,i'm hometown one invad drug rape 3 women one man noth news best rock immigr boat peopl might wake fact rapist undesir among 'poor immigrants'
487,1 - Low,downtown mogadishu sorri actual pari illeg migrant demand free stuff
488,1 - Low,meanwhil holiday inn hous illeg econom migrant 👀
489,1 - Low,oh vey
490,1 - Low,jew cancer white nation answer
491,3 - High,degener satan worship jew expos rape kid ny jew dont want know satan worship degener tell victim go rabbi deprav 👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻
492,1 - Low,must secur exist peopl futur white children 🤍❄️
493,4 - Very High,wa time white men fought fist sword afraid anyth onc mighti fearless courag took shit ani invad courag men ancestor it' blood fight race nation heritag cultur peopl love it' destini white men show fear show merci
494,1 - Low,lola 12 year old victim immigr neither forget forgiv lola 12 year old rape kill algerian french women men fight back get justic lola wa badli tortur rape kill nonwhit invad
495,1 - Low,anti white traitor occupi level facet govern local council rife traitor parasit well vers univers taught marxist theori call complet destruct nation' heritag tradit cultur never stop push battl one inch thi anoth attempt destroy heritag nation say polit solut becaus institut complet overrun corrupt jew antiwhit traitor success tri chang infiltr institut solut instead metapolit found build institut power white power
496,1 - Low,need 'white people' wake slumber need aryan remain rise without rest victori death
497,4 - Very High,organ protest eugen oregon oppos bar host drag event 11 year old girl perform pedophil groomer threaten violent leftist make go drag show start 11am tomorrow anti fascist reportedli show 10am protect groomer pedophil host attend event
498,4 - Very High,wa ever time torch pitchfork time
499,1 - Low,scottish kid whitegenocid greatreplac work
500,1 - Low,great replac longer conspiraci theori
501,1 - Low,divers white genocid pure simpl
502,1 - Low,divers mean chase white divers code word white genocid
503,1 - Low,divers white genocid 😉
504,2 - Mid,border race exist reason prevent chao see today let' rekindl folk' flame today xiv join wlm ny chat contact begin vet wlm
505,2 - Mid,appear antiwhit blm waukesha terrorist darrelbrook end hi rope waukeshaparad waukeshamassacr whitelivesmatt
506,2 - Mid,latestag multicultur thi white south africa look like want children live like thi take stand
507,1 - Low,thi migrat it' invad armi men prime
508,1 - Low,thi whi armi stop ani invas
509,1 - Low,⚠️ anoth migrant hotel citi hull ⚠️ britain first visit dorchest hotel film report found migrant wave camera tmebritainfirst 26226
510,1 - Low,anti white racism captur video
511,2 - Mid,coupl newcom come train thi weekend wait reach join best west dm email com gab
512,1 - Low,origin kike
513,1 - Low,multicultur immigr end there' white peopl
514,1 - Low,leoni 🇦🇹 stefi 🇩🇪 victorin 🇫🇷 maria 🇩🇪 desiré 🇮🇹 pamela 🇮🇹 wilma 🇸🇪 lola 🇫🇷 die hand peopl
515,2 - Mid,patriot altern get white live built britain visibl newspap stand throughout scotland usual smear deliber alarmist languag daili record ha report success second annual pa scotland confer although claim wa first normal smear asid stirl mp alyn smith desper tri sound like man peopl quot bam abus hospit ultra hate fest daft wee stunt cheer alyn want speak abus hospit look thousand peopl import hous homeless nativ scot go hungri join fun linktreepataltscotland
516,1 - Low,anoth jewish media host wonder whi ha uptick antisemitismmeanwhil hate white peopl jew white btw claim claim either
517,1 - Low,mass illeg immigr hand jew ngo group
518,1 - Low,biden dont jewish zionist jew lapdog biden speak pleas hi degener master jew master decept degeneraci noth els
519,1 - Low,> user2020 📹 covid 'vaccine' ha done away 20 millon peopl thi wors ww2 666 system covid 'vaccine' ha done away 20 millon peopl thi wors ww2 666 system > dna nation 📹 video
520,1 - Low,gee almost like kike black around paradis
521,1 - Low,antichristian codeword antiwhit
522,1 - Low,jewish privileg world biggest pedophil wa jew call themselv god chosen peopl godless creatur push degeneraci open border mani lola paki groom gang white children jew allow get away sick plan 👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻
523,1 - Low,noth ridicul jew academ couldnt even get job hillsdal lol jewton mass talk redblood american want liter werent even born gay
524,1 - Low,share thi far wide can't share imag type everi comment section thi creat cult person around black celebr thi leverag hi celebr apoplect jewish outrag creat cult antisemit fixat jewish problem jewish problem whose primari object millennia ha convinc mass onli doe problem exist problem realli everyon els
525,2 - Mid,islam state west african wilayah grace allah almighti soldier caliph deton explos devic patrol apost nigerian armi road sabun gari wajiroko town borno region day befor yesterday result destruct armor vehicl kill wound board prais allah almighti
526,2 - Mid,islam state west african wilayah grace allah almighti soldier caliph abl captur 3 member militia loyal apost nigerian armi krinwa area borno day befor yesterday interrog kill pistol shot prais allah almighti
527,2 - Mid,islam state west african wilayah grace allah almighti soldier caliph set ambush convoy apost nigerian armi road katafila maraba town borno region yesterday target variou weapon result kill one injuri prais allah almighti
528,2 - Mid,islam state iraq wilayah – karkuk pictur caliph soldier target gather vehicl apost feder polic near suhail villag south daqouq mortar
529,2 - Mid,islam state central african wilayah pictur attack caliph soldier christian maboya villag beni – butembo road eastern congo
530,2 - Mid,islam state sinai wilayah grace allah almighti soldier caliph target member apost mossad militia south bir al‘abd citi last thursday automat weapon result hi death prais allah almighti
531,2 - Mid,islam state sham wilayah – barakah grace allah almighti soldier caliph deton explos devic vehicl apost pkk ​​the road maysara town yesterday result disabl injuri member board prais allah almighti
532,2 - Mid,islam state sinai wilayah grace allah almighti soldier caliph target member apost mossad militia south bir al‘abd citi last thursday automat weapon result hi death prais allah almighti
533,2 - Mid,excerpt alnaba issu 356
534,2 - Mid,◾book refutaion mislead fatwa almaqdisi legitim kufri agreement taliban kuffar
535,1 - Low,exist peopl negoti ⚡ never ever surrend never ever feel white guilt never lose hope race first 🤍
536,1 - Low,nonwhit victim mental bore 🥱 go back countri nobodi care
537,1 - Low,empir state reclaim white eventu borough jew york citi kike infest larg citi colleg town upstat ny freed miseri insan brought upon fair white upstat ny jewish plagu jew york vanquish union squar ny back blood sweat finest white son new york ha ever produc neighbor state new england pennsylvania new jersey center jewish power america neutral soon afterward rest unit state liber restor white man' countri onc nordic reign suprem new york clear nonwhit infest black plagu jew wrought upon peopl ruin veri land swim back africa asia latin america fast
538,1 - Low,christian nation conquer jew hindu muslim take pick christian man
539,4 - Very High,behalf aryan freedom network presid afn dalton henri stout ha file lawsuit known antifa organ call sparveriu llc task forc butler it' ceo kristof goldsmith trespass drone privat properti invas privaci privat gather organ call sparveriu llc task forc butler known behind spi dox multipl prowhit patriot anticommunist organ across countri heavili fund wealthi leftw individu organ thi veri import legal battl movement clear lawyer repres thi case hi firm member aryan freedom network affili thi afn us white nationalist constitut right state law protect even white peopl cannot allow antifa commi keep get away break law without consequ afn ask everyon regardless like us help us thi legal battl freedom white peopl america put fight wish destroy us pleas share support thi messag everyon across movement would like help donat legal fund pleas contact us whitepowerorg mail donat dalton henri stout po box 97 dekalb tx 75559 may victori
540,4 - Very High,jew jew we'r come
541,1 - Low,' wasnt wrong said jewish media differ media compani jewish peopl red kanyeisright mora1lygr3i
542,1 - Low,kany got jew break contract aint heavi shit idk els mane damn mastermind thi cancel order get outta satan ass contract final longer slave kanyeisright 🔥🔥🔥🔥
543,1 - Low,make ani mathemat sens whi ani politician need back jewish vote less 2 popul even 80 turn vote make differ reason kanyeisright
544,1 - Low,poll backfir
545,1 - Low,> resist england 📹 netherland govern ha hire cruis liner accommod migrant becaus local migrant recept centr overcrowd migrant film live luxuri eat buffet liner spend six month port amsterdam 🇳🇱😮 netherland govern ha hire cruis liner accommod migrant becaus local migrant recept centr overcrowd migrant film live luxuri eat buffet liner spend six month port amsterdam 🇳🇱😮 > resist england 📹 imagin kid german classroom cartoon porn ok appar imagin kid german classroom cartoon porn ok appar
546,1 - Low,funni thing thi kanyeisright situat call jew wiggl fingur ass sambo get say someth kany let watch see hollweird hooker come im sure pressur jayz
547,4 - Very High,tweet fissato gdl jewish supremaci threat must crush weve develop innov strategi fight antiwhit hatr airwav internet school throughout commun help us continu fight hate good
548,1 - Low,guid rich america 1 hate white peopl pay 2 tell black peopl gangbang cool get abort pay 3 question anyth jewish take everyth close bank account get
549,1 - Low,' may allah give us guidanc forgiv peac warn u might meet lot muslim say islam state repres islam r muslim want pleas world rather punish atroc ha commit muslim children
550,1 - Low,it' openli admit vaccin ha kill peopl year gun violenc yet hear noth ban cuck
551,1 - Low,commi come gun i'm go follow
552,1 - Low,top 5 way identifi jew jewish crypsi 101 name chang jewish crypsi 102 nose job jewish cryptojewish surnam list control 2022 alway name jew coincid detector ᛏ ᛏ ᛏ ᛏ ᛏ ᛏ ᛏ ᛏ ᛏ ᛏ ᛏ ᛏ ᛏ 1
553,1 - Low,alway keep countri safe uncivil invad chads💪
554,1 - Low,learn type fake white betray race
555,1 - Low,peopl redpil everi corner jew secret cabal elit run world
556,1 - Low,✡️ rabbi norman lamm admit jew alway control mainstream media modern academia admit jew respons push societi toward liber — code lgbtq pornographi degeneraci racemix predatori govern financi corrupt femin destruct nuclear famili holi virtu cultur pleas share ive post mani exampl rabbi admit thi scroll look pleas send friend rais awar onli becom awar defend ourselv becom free
557,1 - Low,> european defenc 5 📹 ✡️ thi video prove jew respons massimmigr white countri commit white replac 🙎🏿‍♂️🙎🏾‍♀️👶🏾 mountain evid prove thi ✡️ thi video prove jew respons massimmigr white countri commit white replac 🙎🏿‍♂️🙎🏾‍♀️👶🏾 mountain evid prove thi > european defenc 5 📹 hitler liber germani financi trap ✡️ jew put hitler liber germani financi trap ✡️ jew put
558,1 - Low,hitler liber germani financi trap ✡️ jew put
559,1 - Low,peopl power arent jewish✡️ need look associ affili often mani jew connect control power big jewish polit lobbi behind scene check earli life wikipedia isnt enough
560,1 - Low,twist neck kuffar much becam murtad mad
561,1 - Low,whallahi dirti murtad make tawbah matter ethnic group one belong support kuffar muslim kufr akbar takfir afar amhara etc etc islam ethnic group make tawbah come back islam
562,1 - Low,murtad ruler ani extent pleas kuffar loan extens quot tweet rizwan najam · aug 19
563,1 - Low,kuffar togeth murtad alli feast muslim fell propaganda pick side forget matter victim poster judg us doubt would kind
564,1 - Low,wa murtad kaffir may allah curs kuffar
565,4 - Very High,govern nationalist kuffar apost dont accept shoria part mujahedin
566,1 - Low,murjiah maldiv like agent apost govern turn muslim apost kuffar thi even western countri
567,1 - Low,student question jew teacher lol
568,1 - Low,today jew
569,4 - Very High,thi unfortun truth europa get slowli taken jew zionist invad nonwhit beauti european architectur buildingscastlescultur tradit etc get destroy european men fight back like ancestor we'r allow jewish govern destroy everyth ancestor built enough enough onli us left mayb none us aliv even fight back 😔 befor say i'm blackpil i'm sort becaus honest i'm sick surround brainwash moron peopl white 🤬
570,2 - Mid,amaq agenc islam state 📰 dozen iranian shi'it kill wound attack islam state shi'it shrine southern iran amaq agenc iran far dozen iranian shi'it kill wound arm attack islam state fighter southern iran secur sourc islam state told amaq agenc islam state fighter open fire call shah cheragh shi'it shrine shiraz citi far region southern iran ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
571,2 - Mid,amaq agenc islam state 📰 dozen iranian shi'it kill wound attack islam state shi'it shrine southern iran amaq agenc iran far dozen iranian shi'it kill wound arm attack islam state fighter southern iran secur sourc islam state told amaq agenc islam state fighter open fire call shah cheragh shi'it shrine shiraz citi far region southern iran accord sourc fighter began hi attack target number iranian policemen guard shrine kill wound mani sourc ad fighter raid squar shi'it shrine began open fire hi rifl toward crowd shi'it insid kill wound close 20 injur dozen mention islam state fighter carri fierc attack sever year ago militari parad iranian forc ahvaz citi southwestern iran kill injur dozen rank ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam
572,2 - Mid,🔴 break islam state iran dozen rafidi mushrikin kill injur inghimasi attack shirki shrine shiraz citi southern iran success allah inghimasi khilafah soldier raid shirki shah cheragh shrine shiraz citi southern iran target crowd rafidhi mushrikin insid shrine use machin gun kill wound dozen prais due allah let rafidi mushrikin know sahabah may allah pleas descend progeni inherit reveng gener gener allah' permiss ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊 ▪️◽️◾️◽️
573,2 - Mid,islam state sham wilayah khayr success allah khilafah soldier attack barrack pkk murtaddin water treatment plant arruz villag albasirah area yesterday use machin gun fire kill member prais due allah ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
574,2 - Mid,islam state sham wilayah khayr success allah khilafah soldier attack barrack pkk murtaddin water treatment plant arruz villag albasirah area yesterday use machin gun fire kill member prais due allah ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
575,2 - Mid,🔴 break islam state somalia wilayah success allah khilafah soldier deton explos devic explos expert crusad african transmiss atmi afgooey citi wound prais due allah ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
576,2 - Mid,🔴 break islam state iraq wilayah karkuk success allah khilafah soldier target foot patrol murtadd rafidah armi near villag attar south daquq use machin gun fire kill 2 wound third one seiz 2 rifl ammunit ghanimah prais due allah ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
577,2 - Mid,🔴 break islam state west africa wilayah success allah khilafah soldier target gather murtadd nigerian polic town damboa borno area 3 mortar shell prais due allah ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
578,1 - Low,attent nigger ask antiwhit niggershow justifi whitegenocid initi messag make visibl
579,1 - Low,' bush idiot destroy america nigger presid destroy even whi vote antiwhit nigger
580,1 - Low,wakey wakey peopl
581,1 - Low,ppl believ writing…th ultim plan everyon els
582,1 - Low,tldr polit system degener corrupt layer astroturf jew hide behind control bribe blackmail
583,1 - Low,jew alway project sin white blame white everyth themselv actual appear peopl actual recogn it' alway jew respons
584,1 - Low,jew make ye disstrack terribl need ‘celebr come forward truth
585,1 - Low,jew onli support abort countri hate
586,1 - Low,world ecommunist forum✡️ push marxist readi decaydestroy countri
587,1 - Low,stare stranger cock screen make danger alt righter next headlin say men watch porn anti semet nazi reason porn weapon human destruct rewir brain porn industri almost entir run jew degener stop
588,1 - Low,brutal panic jew homosexu degener movement decid stop watch porn watch thi go bonker call everyon racist stop watch porn😁
589,1 - Low,jew destroy world pornographi it' coincid 90 porn industri worldwid
590,1 - Low,name jew
591,1 - Low,hitler tri make right
592,1 - Low,shekel grabber music
593,1 - Low,christian satan jewsaresatan
594,1 - Low,jewsaresatan
595,1 - Low,want know increas immigr directli relat lower wage shipallimmigrantsback
596,1 - Low,thi degener jewish movement tri normal rape foreign invad
597,2 - Mid,🔴 break islam state khurasan wilayah 📰 10 taliban militiamen kill wound attack bu transport herat success allah one khilafah soldier inghimasi attack bu transport member murtadd taliban militia 15th district herat area use machin gun fire hand grenad disabl bu kill wound least 10 mujahidin return safe posit prais due allah ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
598,2 - Mid,islam state central africa wilayah success allah khilafah soldier attack christian villag sumi road two town mambasa biakato ituri area last saturday kill christian use machin gun fire burn 5 vehicl 4 motorcycl sever christian hous congoles armi support forc arriv mujahidin clash use machin gun fire forc flee prais due allah ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
599,2 - Mid,nabaed361pdf 2154 kb 🔻▪️🔻 nabaen islamicst naba361 halummu 🔺english translat annaba 361 editori titled🔻 📜 sahawat sham conflict interest ▪️png ▪️pdf ——— ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
600,2 - Mid,🔻▪️🔻 nabaen islamicst naba361 halummu 🔺english translat annaba 361 infographic🔻 📈 inde belong allah inde return ——— ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin
601,2 - Mid,nabaen islamicst naba361 halummu 🔺english translat annaba 361 infographic🔻 📈 harvest soldier dure week 17th 23th rabi' alaww 1444 ah ——— ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
602,2 - Mid,> 🔈updat kw 💬 🖼 🔻 ▪️ 🔻 naba 362 infograph islam state 📜 harvest soldier dure week 24th rabi alaww 1st rabi alakhir 1444 ah 🔻 ▪️ 🔻 naba 362 infograph islam state 📜 harvest soldier dure week 24th rabi alaww 1st rabi alakhir 1444 ah > 🔈updat kw 💬 🖼 🔻 ▪️ 🔻 naba 362 infograph islam state 📜 glorifi command prohibit 🔻 ▪️ 🔻 naba 362 infograph islam state 📜 glorifi command prohibit
603,2 - Mid,naba 362 infograph islam state 📜 glorifi command prohibit
604,2 - Mid,amaq agenc 🎥 amaq agenc video featur attack bu transport taliban militiamen islam state fighter 2 day ago herat citi western afghanistan 29102022 360p ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
605,2 - Mid,🔴 break islam state iraq wilayah karkuk success allah khilafah soldier deton explos devic fourwheel drive vehicl murtadd feder polic near villag albusayf arriyad area disabl vehicl kill wound prais due allah ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
606,2 - Mid,amaq agenc 🎥 amaq agenc video featur bayah inghimasi abu ‘aishah al‘umari carri attack shah cheragh shi'it shrine shiraz citi far region southern iran islam state 29102022 1080p ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
607,2 - Mid,photo report islam state iran 📷 photo featur inghimasi brother abu ‘aishah al‘umari may allah accept carri attack shirki shrine shiraz citi southern iran ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
608,2 - Mid,maq agenc 🎥 amaq agenc video featur attack bu transport taliban militiamen islam state fighter 2 day ago herat citi western afghanistan 29102022 1080p ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
609,1 - Low,thi messag sponsor coalit elect integr rwd
610,1 - Low,know 'she' wa jewish know hate jew 🙄
611,2 - Mid,white girl shout white live matter 🤍⚡
612,4 - Very High,white race superior rest superior wrong think born white automat becom taller way stronger perfect ye ancestor left us huge potenti thi potenti wa achiev sweat blood constant volit tension constant struggl ancestor struggl blood flow like stream river etern assert superior die
613,2 - Mid,hate white man
614,2 - Mid,sticker public park gotta keep action 👌
615,4 - Very High,> wlmusanewjersey 🛑announcement🛑 want activ want brotherhood likemind peopl want chang thing stand injustic get start today nj contact admin find ourselv hard press make headway countri becaus peopl think becaus take leap say coward peopl free nation one day slave forev it' choic > wlmusanewjersey 🖼 anoth sticker run new jersey stand get let' make group larg enough challeng everi antiwhut communist rear head fight back new jersey anoth sticker run new jersey stand get let' make group larg enough challeng everi antiwhut communist rear head fight back new jersey
616,2 - Mid,anoth sticker run new jersey stand get let' make group larg enough challeng everi antiwhut communist rear head fight back new jersey
617,1 - Low,niggersarejewpuppet
618,1 - Low,⚠️ larg migrant hotel luton town centr ⚠️ huge icon hotel central luton ha taken use govern hous hundr illeg immigr
619,1 - Low,illeg immigr storm town hall pari today demand free hous sheer entitl across mani part western europ nativ left rot
620,1 - Low,teacher traumatis children homeschool son daughter 💊
621,1 - Low,onli ever see attack thi racial order onli ever hear problem opposit whitelivesmatt
622,1 - Low,thousand homosexu brown men learn longer job twitter dot com
623,1 - Low,european defenc 5
624,1 - Low,origin kike
625,1 - Low,point thi exercis get everyon level truli awar come contact also differ jewish nose roman nose may roman nose everyth go absolut sure tell way find inde good way train observ skill learn may may jew 13 4
626,1 - Low,whi peopl call race mix onli turn white countri melt pot whitegenocid
627,1 - Low,' pictur abov unlik time histori right major victori ahead take 6 month averag normi wake research enough casual solidifi knowledg know 100 correct trial error studi estim within 6 month time sinc mani speak well jew see massiv awaken i'v wit alreadi ghost ezra gab come rest internet mark word 2021 awaken 1 popul awak 2022 awaken 45 popul right awak 10 fear start leav peopl peopl wakeup veri rapidli
628,1 - Low,kany right jew lazernazi
629,4 - Very High,get activ becom hero
630,1 - Low,whi kany west right exgoogl techlead analysi kany ye west hi remark jew high level deadpan troll video sourc ᛏ ᛏ ᛏ ᛏ ᛏ ᛏ ᛏ ᛏ ᛏ ᛏ ᛏ ᛏ ᛏ
631,4 - Very High,white youth revolt replac embrac struggl xiv
632,3 - High,black parasit bulli intimid white homeless man white alpha chad see thi happen confront black black easili knock great job sir white uniti everi opportun thi need white peopl back
633,1 - Low,' 88 36 6
634,1 - Low,parasit jew call ban prowhit parti run polit offic sweden basic call end white swede' abil advoc themselv homeland
635,1 - Low,thenot kanyeisright slaveri educ blm
636,1 - Low,thenot kanyeisright slaveri educ blm
637,1 - Low,thenot kanyeisright slaveri educ blm
638,1 - Low,everyon doesnt get behind next rememb thi thegreatreset fuck anyway nearli imposs stand call jewishmafia horribl thing done world wide never forget 911
639,1 - Low,right kanyeisright
640,1 - Low,govern antiwhit regim
641,1 - Low,western civil without westernkind support whitewellb reject antiwhit
642,1 - Low,insecur look thi statement tell think themselv whitelivesmatt wlm whitewellb whitewel itsokaytobewhit itsoktobewhit whitecultur whitesurviv waronwhit
643,1 - Low,peopl westernkind subject allencompass campaign psycholog warfar ha wage histori one teach hate themselv seek destruct antiwhit antiwhit antiwhitenarr
644,1 - Low,rememb waukesha
645,3 - High,kike son satan
646,1 - Low,jew kike satan judaism kany kanyeisright
647,1 - Low,jew jewish jewishprivileg pedo israel isra whi kike suck kid peni
648,1 - Low,genuin hope kike succeed turn everyon point counter product give war famin diseas hatr ignor final peac jewishprivileg jewsdontcount alllivesmatt
649,2 - Mid,bitter career antiwhit ha opinion whi whitegenocid happen whitelivesmatt
650,1 - Low,tast futur european children antiwhit oligarch succeed must start fight back
651,1 - Low,jew admit themselv we'v say along run bank media etc problem us talk it🤷‍♂️
652,1 - Low,must cleans earth jewish faggotri it' diseas
653,1 - Low,> chri fuck jew > shaafi sourc
654,1 - Low,incestracemix rhetor promot jewish porn industri
655,1 - Low,never forget jew want kid
656,1 - Low,1 mainstream media run jew 2 white privileg hoax 3 wa jewish privileg along 4 excus anymor see go
657,3 - High,black white unit parasit lazernazi
658,1 - Low,thenot jew judaism kanyeisright kany kanyewest federalreserv
659,1 - Low,thenot truth slaveri antisemit lie kanyewest kanyeisright
660,1 - Low,thenot jew judaism kanyeisright kany kanyewest federalreserv
661,1 - Low,' wasnt wrong said jewish media differ media compani jewish peopl red kanyeisright mora1lygr3i
662,1 - Low,jew cri think ha opportun gain sympathi anonym id cgtethxu 103122mon081627 no402257893 archived▶>>402258057 >>402258726 >>402259223 >>402259490 >>402259512 >>402259561 >>402259615 >>402260952
663,1 - Low,hate nigger
